AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r
0.8145282941416058;0.7232595517121156;0.03328011627852046;0.30660816881249;-0.016886443471257662;-0.04514475230157299;-0.10215287968801356;-0.01059775847291568;0.06257892791067766;0.03497663229528277;0.02348760730450795;0.050617063435543286;0.030947117637327225;0.008256086672594882;0.0467390563040602;-0.04995483533922223;0.025662095063680713
0.7232595517121156;1.4549630673860723;-0.09749978135294013;0.7118429488556162;-0.08431265205367024;-0.15546946688421726;-0.13966332881988652;-0.10268871241700799;0.055025225941252864;-0.006656464675188386;-0.04335026328688832;0.0638444844363031;-0.03721358004450978;0.008052827852611483;0.10063615478971705;0.03879825717900303;0.023679489637814063
0.03328011627852046;-0.09749978135294013;0.3490485764715607;-0.0962744514457551;0.032222270202723315;0.07930073795951664;0.06301328199143479;0.05980946893647764;-0.029177641454139973;0.03053368407277937;0.0203560792529967;0.029446549961363096;0.010563056375261132;-0.001860277620568238;0.048373323786150585;0.017078183930742914;0.016245005423587477
0.30660816881249;0.7118429488556162;-0.0962744514457551;1.5377785390857461;-0.14173301247812292;-0.19904892595728035;-0.14299243607639964;-0.17956561150419048;-0.06187543537651747;-0.08590925426439394;-0.005809529053972739;0.037328672866921535;-0.0038225843987205917;0.012497707907635817;0.0156104544480747;-0.052555172839137604;-0.126266642719733
-0.016886443471257662;-0.08431265205367024;0.032222270202723315;-0.14173301247812292;0.31058599549262417;0.20682953626366943;0.10105734686565433;0.23526536716637597;0.24394771484898994;0.1486371074534601;0.016740514943489524;0.03819147490605205;0.06110601992884098;0.036474407487740626;0.18028433094583168;0.013702272817480283;0.027624228392228427
-0.04514475230157299;-0.15546946688421726;0.07930073795951664;-0.19904892595728035;0.20682953626366943;0.51559910494565;0.13160453155549987;0.16563101364762878;0.11747346857667465;0.05608508867941725;0.037625829660344126;0.00298871720042075;0.06362231689870836;0.018043166729304293;0.16947454137118748;0.06749278306229686;0.03606957209981735
-0.10215287968801356;-0.13966332881988652;0.06301328199143479;-0.14299243607639964;0.10105734686565433;0.13160453155549987;0.2444660548684029;0.12146827063752584;0.013118580354004681;0.030217160758658424;0.052802052844779145;0.01207374290651595;0.021136935056771007;0.014732747948871906;0.07380025867539017;0.026949323564950604;0.01942350158572908
-0.01059775847291568;-0.10268871241700799;0.05980946893647764;-0.17956561150419048;0.23526536716637597;0.16563101364762878;0.12146827063752584;0.5483533713684925;0.24316184267461602;0.18687027244852122;0.0614055875588801;0.07258216597916273;0.04519435826612148;0.014028017245220814;0.2591318467611177;0.06119368346986088;0.0320724643005803
0.06257892791067766;0.055025225941252864;-0.029177641454139973;-0.06187543537651747;0.24394771484898994;0.11747346857667465;0.013118580354004681;0.24316184267461602;0.4669381281700404;0.22325297567574728;-0.06567742944210518;0.011782873993405005;0.03919990366064517;0.030276024150244215;0.22334309493330795;-0.01480031107864594;0.01291357904711324
0.03497663229528277;-0.006656464675188386;0.03053368407277937;-0.08590925426439394;0.1486371074534601;0.05608508867941725;0.030217160758658424;0.18687027244852122;0.22325297567574728;0.4603703169437077;-0.014805481672180196;0.07498413507866697;0.05242621393854921;0.0576731293654059;0.06419062767852485;-0.009192959455390306;0.016541596503696375
0.02348760730450795;-0.04335026328688832;0.0203560792529967;-0.005809529053972739;0.016740514943489524;0.037625829660344126;0.052802052844779145;0.0614055875588801;-0.06567742944210518;-0.014805481672180196;0.42396877722100024;0.11200743362941745;0.09564590316623262;0.03351804448661517;0.02482374438800052;0.027695113986894646;0.02400303650817296
0.050617063435543286;0.0638444844363031;0.029446549961363096;0.037328672866921535;0.03819147490605205;0.00298871720042075;0.01207374290651595;0.07258216597916273;0.011782873993405005;0.07498413507866697;0.11200743362941745;0.40417122817701945;0.033627821232927325;0.07528262404572214;-0.1488070205387237;-0.013682103604863046;0.006137340765853489
0.030947117637327225;-0.03721358004450978;0.010563056375261132;-0.0038225843987205917;0.06110601992884098;0.06362231689870836;0.021136935056771007;0.04519435826612148;0.03919990366064517;0.05242621393854921;0.09564590316623262;0.033627821232927325;0.3973383838488572;0.006860017877652055;0.0772794546787714;-0.003752787675256041;0.01752897752628793
0.008256086672594882;0.008052827852611483;-0.001860277620568238;0.012497707907635817;0.036474407487740626;0.018043166729304293;0.014732747948871906;0.014028017245220814;0.030276024150244215;0.0576731293654059;0.03351804448661517;0.07528262404572214;0.006860017877652055;0.11651067982415213;-0.03772535432148616;0.002854086710289458;0.003131877875703055
0.0467390563040602;0.10063615478971705;0.048373323786150585;0.0156104544480747;0.18028433094583168;0.16947454137118748;0.07380025867539017;0.2591318467611177;0.22334309493330795;0.06419062767852485;0.02482374438800052;-0.1488070205387237;0.0772794546787714;-0.03772535432148616;0.9746330287437724;0.3245044271999595;0.03413524244212752
-0.04995483533922223;0.03879825717900303;0.017078183930742914;-0.052555172839137604;0.013702272817480283;0.06749278306229686;0.026949323564950604;0.06119368346986088;-0.01480031107864594;-0.009192959455390306;0.027695113986894646;-0.013682103604863046;-0.003752787675256041;0.002854086710289458;0.3245044271999595;0.7591106872242714;0.02340195943917285
0.025662095063680713;0.023679489637814063;0.016245005423587477;-0.126266642719733;0.027624228392228427;0.03606957209981735;0.01942350158572908;0.0320724643005803;0.01291357904711324;0.016541596503696375;0.02400303650817296;0.006137340765853489;0.01752897752628793;0.003131877875703055;0.03413524244212752;0.02340195943917285;0.13689204504677435
