AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.617127809677233;0.0;0.10741816095329894;0.15643116416729405;0.0;0.16824144696725846;0.012585638642413677;0.10652888933460171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22256691933612044;-0.04709852996635988;0.042051063587602876;0.0926208102383749;0.0;0.06836023953147068;0.002653362454118941;0.025331253234936194;0.0;0.0;0.0;-0.00016366974668037491;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.10741816095329894;0.0;0.35084253776204594;0.3073907684958858;0.0;0.29289564155657816;0.21732411187432013;0.15190365055767668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030998511078413015;-0.06544263144490936;0.1732823775963154;0.12637389559739154;0.0;0.15846857905261147;0.09184570801111523;0.0601795944803898;0.0;0.0;0.0;0.011374306802413506;0.0;0.0;0.0;0.0
0.0;0.0;0.15643116416729405;0.0;0.3073907684958858;0.7048670565517491;0.0;0.2695886270246983;0.12115980156323877;0.05980992570064367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078972742625022;-0.07836234798786298;0.1737592659079155;0.21596777049034646;0.0;0.15523469193640266;0.055614386179993404;0.026015026932554773;0.0;0.0;0.0;0.02195778072417157;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.16824144696725846;0.0;0.29289564155657816;0.2695886270246983;0.0;0.6229321679916918;0.22686934669310613;0.20858050711875192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06912565127370175;-0.06442448738801439;0.12461513387545886;0.11821481629410344;0.0;0.2540130130216045;0.07853423443540358;0.05522040018345877;0.0;0.0;0.0;0.0007088916648340351;0.0;0.0;0.0;0.0
0.0;0.0;0.012585638642413677;0.0;0.21732411187432013;0.12115980156323877;0.0;0.22686934669310613;0.349217763348699;0.18764571828806947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.02128088271278445;-0.0308078305529179;0.10822392115552788;0.0660204186866275;0.0;0.142427956985883;0.15277231550456893;0.08225303628925527;0.0;0.0;0.0;-0.0038854819595583335;0.0;0.0;0.0;0.0
0.0;0.0;0.10652888933460171;0.0;0.15190365055767668;0.05980992570064367;0.0;0.20858050711875192;0.18764571828806947;0.4583707460607924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028785330386638865;-0.030262809057571796;0.06653913067156914;0.05118203748219396;0.0;0.09850952111929946;0.08076942950070672;0.19055108047977876;0.0;0.0;0.0;0.016748263837429524;0.0;0.0;0.0;0.0
