AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.34396166008804413;0.0;0.11769337369211284;0.12655708346170358;0.0;0.11335004685987174;0.0011289822580296837;0.0831618611413724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1397173668058387;-0.025874928253121453;0.018018333166416045;0.04072536168092744;0.0;0.02407537125067941;-0.007548914650242915;0.009883284544515907;0.0;0.0;0.0;0.01766552477792771;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.11769337369211284;0.0;1.006891005564321;0.6865974412258588;0.0;0.744633004268739;0.7598235692352616;0.31064958112836694;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022759870573272282;-0.12735425832914768;0.2917267862064216;0.2212509719874346;0.0;0.25145427103259876;0.14013917642656387;0.041163397770666264;0.0;0.0;0.0;0.04797131101219974;0.0;0.0;0.0;0.0
0.0;0.0;0.12655708346170358;0.0;0.6865974412258588;1.21826500146191;0.0;0.456967269513865;0.38879999715816466;0.11325703704567625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.060273524405266204;-0.12705394061099523;0.21776002395275304;0.30037677308182753;0.0;0.16330125771763968;0.08934417340173896;0.012007831886480688;0.0;0.0;0.0;0.05396421257253189;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.11335004685987174;0.0;0.744633004268739;0.456967269513865;0.0;1.025999335035036;0.6499881673355746;0.3439490947620215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045141714824659486;-0.08866045402503357;0.20315096020961382;0.1600719219862753;0.0;0.27369828299197424;0.09935202899233114;0.02431031483748994;0.0;0.0;0.0;0.027539269149090016;0.0;0.0;0.0;0.0
0.0;0.0;0.0011289822580296837;0.0;0.7598235692352616;0.38879999715816466;0.0;0.6499881673355746;1.1265911622201978;0.3813932589827368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.060505864343861376;-0.06995209578521167;0.25247841062917836;0.16271013372268187;0.0;0.26063085883555664;0.2383950845177992;0.10445834513323718;0.0;0.0;0.0;-0.018112829855203048;0.0;0.0;0.0;0.0
0.0;0.0;0.0831618611413724;0.0;0.31064958112836694;0.11325703704567625;0.0;0.3439490947620215;0.3813932589827368;0.6841803772036881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021659667230207482;-0.01602578654154967;0.08041866635282342;0.05472575835106527;0.0;0.10733598485698202;0.08634530764578745;0.1875709627439749;0.0;0.0;0.0;0.028244299672702696;0.0;0.0;0.0;0.0
