AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r
0.553637721407145;0.28175012223362506;0.035715116660347594;0.16905812782431856;-0.05025385689873919;-0.09065646691067618;-0.17237379496301672;0.008297199779882355;0.026960270320691183;0.015099018329517344;0.06690169129202234;0.027629249657364012;0.04382649811968883;-0.002293741651806821;0.0766324457844723;0.0009718596893969807;0.01490817098037428
0.28175012223362506;0.4981760034020219;-0.10583557388678475;0.21403847978927856;-0.10235688689373307;-0.19474753229531044;-0.13016292137860905;-0.0656672460552764;0.00572791213782071;-0.004526509607874399;0.019457105705151294;0.04320430329680785;0.002841313206791352;-0.0021192898023764052;0.05590871383900999;0.012956631507683142;0.029497141836555617
0.035715116660347594;-0.10583557388678475;1.00803337545668;-0.04032104245403719;0.2093751191020058;0.3950765076317725;0.2709849710584805;0.21896904131593642;-0.05995402056351726;0.08188403207514815;0.09347537890916498;0.07800071238473295;0.07753211847166275;0.011145686822682696;0.10284668416800746;0.05547910900245038;0.04016002396107278
0.16905812782431856;0.21403847978927856;-0.04032104245403719;0.5772206171511355;-0.1486970857130289;-0.2130113934778366;-0.16618840868868553;-0.11334488766809703;-0.05832563503206646;-0.05170131132781991;0.054581620387923316;0.027459207563044385;0.03297512094413459;0.0023186712489901627;0.00966691221686479;-0.014270248770016114;-0.09243411651163759
-0.05025385689873919;-0.10235688689373307;0.2093751191020058;-0.1486970857130289;0.6408721229407787;0.6117832818542045;0.4148681589864405;0.41532455002931784;0.27547776500196264;0.23482170970661262;-0.0057560678832309;0.06100366523360206;0.09679240965865016;0.04615869612107944;0.22529899717852844;-0.014334126788483849;0.04492831186304207
-0.09065646691067618;-0.19474753229531044;0.3950765076317725;-0.2130113934778366;0.6117832818542045;1.499932970869354;0.6920774376724066;0.36336620619026755;0.10264079895139326;0.11067446032322324;0.06978838344035546;0.04168873688906632;0.10608456582361918;0.04138573130507129;0.23014734651382132;0.05930095677383167;0.03901549350967753
-0.17237379496301672;-0.13016292137860905;0.2709849710584805;-0.16618840868868553;0.4148681589864405;0.6920774376724066;0.8725931706253456;0.3172438289017295;0.007666790401905625;0.11136848596431763;0.08126341882039445;0.06786385768248132;0.05649526117368393;0.034900608689623386;0.13993091830794765;0.014809279037645067;0.020685057236619127
0.008297199779882355;-0.0656672460552764;0.21896904131593642;-0.11334488766809703;0.41532455002931784;0.36336620619026755;0.3172438289017295;0.8291545897925073;0.2203263839411911;0.21943483249689527;0.08713546766851685;0.11093331125011555;0.04149096110897498;0.011272009086049526;0.3128986942990464;0.051104823368867444;0.020345402096543626
0.026960270320691183;0.00572791213782071;-0.05995402056351726;-0.05832563503206646;0.27547776500196264;0.10264079895139326;0.007666790401905625;0.2203263839411911;0.3850286475826574;0.20428060971786613;-0.12200753003674884;-0.03379725768971583;0.00020379287638712352;0.019903154243796066;0.1927339266216427;-0.027562015905275707;0.015754419334180928
0.015099018329517344;-0.004526509607874399;0.08188403207514815;-0.05170131132781991;0.23482170970661262;0.11067446032322324;0.11136848596431763;0.21943483249689527;0.20428060971786613;0.5284475565667534;-0.07462391729712133;0.05028584044283438;0.056102149128036634;0.04778364534530875;0.056403399246937685;-0.01409351929010381;0.03126877298474448
0.06690169129202234;0.019457105705151294;0.09347537890916498;0.054581620387923316;-0.0057560678832309;0.06978838344035546;0.08126341882039445;0.08713546766851685;-0.12200753003674884;-0.07462391729712133;0.5374423231902369;0.18141538762075984;0.15331030404839638;0.02609796247148051;-0.025266397609787522;0.026935180184766653;0.03850561631603696
0.027629249657364012;0.04320430329680785;0.07800071238473295;0.027459207563044385;0.06100366523360206;0.04168873688906632;0.06786385768248132;0.11093331125011555;-0.03379725768971583;0.05028584044283438;0.18141538762075984;0.5129436061716004;0.04784270277484897;0.080060477459711;-0.2022929177177966;-0.004904193204487047;0.0338255414184258
0.04382649811968883;0.002841313206791352;0.07753211847166275;0.03297512094413459;0.09679240965865016;0.10608456582361918;0.05649526117368393;0.04149096110897498;0.00020379287638712352;0.056102149128036634;0.15331030404839638;0.04784270277484897;0.4597686267029652;0.00587827708029941;0.04291777836911979;-0.013328220778142035;0.022363766698060974
-0.002293741651806821;-0.0021192898023764052;0.011145686822682696;0.0023186712489901627;0.04615869612107944;0.04138573130507129;0.034900608689623386;0.011272009086049526;0.019903154243796066;0.04778364534530875;0.02609796247148051;0.080060477459711;0.00587827708029941;0.10563240351598752;-0.038992563811344576;0.009693989820060837;0.0019240477700862286
0.0766324457844723;0.05590871383900999;0.10284668416800746;0.00966691221686479;0.22529899717852844;0.23014734651382132;0.13993091830794765;0.3128986942990464;0.1927339266216427;0.056403399246937685;-0.025266397609787522;-0.2022929177177966;0.04291777836911979;-0.038992563811344576;0.8628226727548471;0.19602018760575485;0.017192186225163095
0.0009718596893969807;0.012956631507683142;0.05547910900245038;-0.014270248770016114;-0.014334126788483849;0.05930095677383167;0.014809279037645067;0.051104823368867444;-0.027562015905275707;-0.01409351929010381;0.026935180184766653;-0.004904193204487047;-0.013328220778142035;0.009693989820060837;0.19602018760575485;0.510544089490398;0.011193988631050403
0.01490817098037428;0.029497141836555617;0.04016002396107278;-0.09243411651163759;0.04492831186304207;0.03901549350967753;0.020685057236619127;0.020345402096543626;0.015754419334180928;0.03126877298474448;0.03850561631603696;0.0338255414184258;0.022363766698060974;0.0019240477700862286;0.017192186225163095;0.011193988631050403;0.30376759929744596
